deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
627,0,1,3,0.732,0.732,0,3.36163,11976.3,11972.93837,1,1,1,1,1,,0,0,1,0.732,,,0
402,1,1,2,3.304,3.304,0,5.93363,11978.9,11972.96637,1,,1,0,1,1,1,0,0,3.304,2,398,2
398,2,1,3,4.898,4.898,0,7.52763,11980.5,11972.97237,1,,1,0,1,1,1,0,0,4.898,1:3,402:168,2
168,3,1,2,7.096,7.096,0,9.72563,11982.7,11972.97437,1,1,1,1,1,,0,0,1,7.096,,,0
704,4,1,2,8.94,8.94,0,11.5696,11984.5,11972.9304,1,1,1,1,1,,0,0,1,8.94,,,0
524,5,1,553,12.701,12.701,0,15.3306,11988.3,11972.9694,1,1,1,1,1,,0,0,1,12.701,,,0
611,6,1,3,13.147,13.147,0,15.7766,11988.7,11972.923400000001,1,,1,0,1,1,1,0,0,13.147,5:7,524:471,2
471,7,1,2,13.323,13.323,0,15.9526,11988.9,11972.9474,1,,1,0,1,1,1,0,0,13.323,5:6,524:611,2
458,8,1,23,14.825,14.825,0,17.4546,11990.4,11972.9454,1,1,1,1,1,,0,0,1,14.825,,,0
693,9,1,3,15.094,15.094,0,17.7236,11990.7,11972.976400000001,1,1,1,1,1,,0,0,1,15.094,,,0
697,10,1,12,19.122,19.122,0,21.7516,11994.7,11972.948400000001,1,1,1,1,1,,0,0,1,19.122,,,0
483,11,1,773,22.341,22.341,0,24.9706,11997.9,11972.929399999999,1,1,1,1,1,,0,0,1,22.341,,,0
309,12,1,3,27.866,27.866,0,30.4956,12003.5,11973.0044,1,,1,0,1,1,1,0,0,27.866,13,744,2
744,13,1,209,30.149,30.149,0,32.7786,12005.7,11972.921400000001,1,1,1,1,1,,0,0,1,30.149,,,0
303,14,1,4,32.456,32.456,0,35.0856,12008.1,11973.0144,1,1,1,1,1,,0,0,1,32.456,,,0
692,15,1,48,34.644,34.644,0,37.2736,12010.2,11972.9264,1,1,1,1,1,,0,0,1,34.644,,,0
87,16,1,7,35.141,35.141,0,37.7706,12010.7,11972.9294,1,1,1,1,1,,0,0,1,35.141,,,0
124,17,1,4,37.819,37.819,0,40.4486,12013.4,11972.9514,1,,1,0,1,1,1,0,0,37.819,18:20,644:552,2
644,18,1,782,38.24,38.24,0,40.8696,12013.8,11972.9304,1,,1,0,1,1,1,0,0,38.24,17:20,124:552,2
738,19,1,102,38.381,38.381,0,41.0106,12014,11972.9894,1,1,1,1,1,,0,0,1,38.381,,,0
552,20,1,8,39.983,39.983,0,42.6126,12015.6,11972.9874,1,,1,0,1,1,1,0,0,39.983,17:18,124:644,2
633,21,1,86,43.405,43.405,0,46.0346,12019,11972.9654,1,1,1,1,1,,0,0,1,43.405,,,0
379,22,1,162,48.974,48.974,0,51.6036,12024.6,11972.9964,1,1,1,1,1,,0,0,1,48.974,,,0
566,23,1,32,49.13,49.13,0,51.7596,12024.7,11972.940400000001,1,1,1,1,1,,0,0,1,49.13,,,0
101,24,1,7,50.468,50.468,0,53.0976,12026.1,11973.002400000001,1,1,1,1,1,,0,0,1,50.468,,,0
214,25,1,10,53.145,53.145,0,55.7746,12028.7,11972.9254,1,1,1,1,1,,0,0,1,53.145,,,0
31,26,1,137,58.814,58.814,0,61.4436,12034.4,11972.9564,1,1,1,1,1,,0,0,1,58.814,,,0
212,27,1,37,63.101,63.101,0,65.7306,12038.7,11972.9694,1,1,1,1,1,,0,0,1,63.101,,,0
227,28,1,89,64.812,64.812,0,67.4416,12040.4,11972.9584,1,1,1,1,1,,0,0,1,64.812,,,0
32,29,1,14,65.858,65.858,0,68.4876,12041.5,11973.0124,1,,1,0,1,1,1,0,0,65.858,28,227,2
676,30,1,34,82.408,82.408,0,85.0376,12058,11972.9624,1,,1,0,1,1,1,0,0,82.408,31,116,2
116,31,1,21,82.498,82.498,0,85.1276,12058.1,11972.9724,1,1,1,1,1,,0,0,1,82.498,,,0
191,32,1,47,83.405,83.405,0,86.0346,12059,11972.9654,1,1,1,1,1,,0,0,1,83.405,,,0
756,33,1,369,85.191,85.191,0,87.8206,12060.8,11972.9794,1,,1,0,1,1,1,0,0,85.191,32:34,191:106,2
106,34,1,17,86.146,86.146,0,88.7756,12061.7,11972.9244,1,1,1,1,1,,0,0,1,86.146,,,0
17,35,1,31,87.566,87.566,0,90.1956,12063.2,11973.004400000002,1,1,1,1,1,,0,0,1,87.566,,,0
175,36,1,32,89.711,89.711,0,92.3406,12065.3,11972.9594,1,1,1,1,1,,0,0,1,89.711,,,0
339,37,1,343,92.434,92.434,0,95.0636,12068,11972.9364,1,1,1,1,1,,0,0,1,92.434,,,0
797,38,1,221,92.619,92.619,0,95.2486,12068.2,11972.9514,1,1,1,1,1,,0,0,1,92.619,,,0
477,39,1,67,93.733,93.733,0,96.3626,12069.3,11972.937399999999,1,,1,0,1,1,1,0,0,93.733,37,339,2
21,40,1,15,98.427,98.427,0,101.057,12074,11972.943,1,1,1,1,1,,0,0,1,98.427,,,0
189,41,1,57,99.072,99.072,0,101.702,12074.7,11972.998000000001,1,,1,0,1,1,1,0,0,99.072,40,21,2
346,42,1,17,100.08,100.08,0,102.71,12075.7,11972.990000000002,1,1,1,1,1,,0,0,1,100.08,,,0
454,43,1,55,100.53,100.53,0,103.16,12076.1,11972.94,1,1,1,1,1,,0,0,1,100.53,,,0
615,44,1,147,102.476,102.476,0,105.106,12078.1,11972.994,1,1,1,1,1,,0,0,1,102.476,,,0
49,45,1,334,102.551,102.551,0,105.181,12078.2,11973.019,1,1,1,1,1,,0,0,1,102.551,,,0
634,46,1,195,102.953,102.953,0,105.583,12078.6,11973.017,1,,1,0,1,1,1,0,0,102.953,43,454,2
674,47,1,68,112.273,112.273,0,114.903,12087.9,11972.997,1,,1,0,1,1,1,0,0,112.273,48,702,2
702,48,1,17,113.195,113.195,0,115.825,12088.8,11972.974999999999,1,1,1,1,1,,0,0,1,113.195,,,0
480,49,1,601,113.783,113.783,0,116.413,12089.4,11972.987,1,1,1,1,1,,0,0,1,113.783,,,0
630,50,1,116,114.968,114.968,0,117.598,12090.6,11973.002,1,,1,0,1,1,1,0,0,114.968,48,702,2
640,51,1,13,120.894,120.894,0,123.524,12096.5,11972.976,1,1,1,1,1,,0,0,1,120.894,,,0
85,52,1,44,124.251,124.251,0,126.881,12099.9,11973.019,1,1,1,1,1,,0,0,1,124.251,,,0
166,53,1,58,124.347,124.347,0,126.977,12099.9,11972.922999999999,1,1,1,1,1,,0,0,1,124.347,,,0
123,54,1,195,127.523,127.523,0,130.153,12103.1,11972.947,1,,1,0,1,1,1,0,0,127.523,58:59,78:782,2
323,55,1,344,127.777,127.777,0,130.407,12103.4,11972.993,1,1,1,1,1,,0,0,1,127.777,,,0
