id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,16792,8220,0,60,12,2,141,14,84
2,4679,1555,0,126,12,1,141,14,98
3,16307,6037,0,32,12,2,141,14,53
4,16452,719,0,44,12,2,141,14,71
5,4346,334,0,85,12,1,141,14,64
6,4733,8945,0,81,12,1,141,14,59
8,19673,4189,0,11,12,2,141,14,26
9,22200,7088,0,47,12,2,141,14,72
10,3244,1578,0,109,12,1,141,14,87
11,17156,10751,0,43,12,2,141,14,65
14,21210,4442,0,32,12,2,141,14,54
16,17444,1312,0,20,12,2,141,14,38
17,4497,5338,0,89,12,1,141,14,71
21,17117,8369,0,18,12,2,141,14,35
22,818,956,0,58,12,1,141,14,48
23,14731,11267,0,34,12,2,141,14,57
26,22907,10226,0,53,12,2,141,14,80
27,18475,11689,0,134,12,2,141,14,136
30,23165,3616,0,4,12,2,141,14,7
31,17038,9592,0,51,12,2,141,14,79
32,19502,1804,0,141,12,2,141,14,141
34,6904,4240,0,43,12,1,141,14,34
35,23387,2561,0,8,12,2,141,14,11
36,8720,9762,0,17,12,1,141,14,7
37,18958,9830,0,137,12,2,141,14,138
38,17363,9205,0,137,12,2,141,14,139
42,15692,2844,0,8,12,2,141,14,14
43,2850,11698,0,9,12,1,141,14,2
44,5642,9384,0,111,12,1,141,14,89
47,2910,6211,0,19,12,1,141,14,10
48,4198,9946,0,34,12,1,141,14,25
49,20717,9277,0,124,12,2,141,14,134
50,20307,6312,0,92,12,2,141,14,113
51,15533,8852,0,16,12,2,141,14,33
53,18178,8887,0,75,12,2,141,14,95
54,7547,9905,0,121,12,1,141,14,95
55,5884,2436,0,137,12,1,141,14,113
56,19947,9258,0,118,12,2,141,14,130
57,8940,11328,0,47,12,1,141,14,38
58,23578,6476,0,70,12,2,141,14,92
61,7843,11353,0,53,12,1,141,14,45
63,16178,6960,0,75,12,2,141,14,97
64,18004,6150,0,63,12,2,141,14,89
65,2594,3612,0,32,12,1,141,14,21
66,18968,9498,0,17,12,2,141,14,34
67,4228,8054,0,130,12,1,141,14,102
68,15715,6693,0,134,12,2,141,14,137
69,6091,2573,0,44,12,1,141,14,35
72,4466,7989,0,114,12,1,141,14,92
73,21107,11857,0,10,12,2,141,14,25
