id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,1743,3265,0,145,12,1,200,14,151
2,4627,2041,0,5,12,1,200,14,3
3,8604,6850,0,47,12,1,200,14,45
4,4471,4444,0,106,12,1,200,14,113
5,1456,9791,0,38,12,1,200,14,35
6,2868,105,0,112,12,1,200,14,120
7,6568,12391,0,102,12,1,200,14,109
8,7372,6318,0,53,12,1,200,14,52
9,7875,1865,0,81,12,1,200,14,84
10,6785,6776,0,63,12,1,200,14,62
11,11878,4158,0,196,12,1,200,14,195
12,4283,2918,0,7,12,1,200,14,6
13,2697,3041,0,99,12,1,200,14,103
14,3272,2009,0,92,12,1,200,14,92
15,12119,6718,0,138,12,1,200,14,144
16,4208,119,0,52,12,1,200,14,50
17,11658,2603,0,104,12,1,200,14,111
18,1633,660,0,178,12,1,200,14,179
19,2170,5471,0,98,12,1,200,14,101
20,7477,6384,0,137,12,1,200,14,140
21,9665,11447,0,49,12,1,200,14,47
22,10270,11662,0,133,12,1,200,14,133
23,2648,3387,0,124,12,1,200,14,127
24,4286,9498,0,65,12,1,200,14,67
25,4928,6705,0,64,12,1,200,14,65
26,1098,7709,0,80,12,1,200,14,83
27,9238,12106,0,152,12,1,200,14,154
28,9855,2141,0,65,12,1,200,14,68
29,5606,7025,0,177,12,1,200,14,177
30,6826,1588,0,97,12,1,200,14,100
31,5675,9010,0,141,12,1,200,14,149
32,8624,3922,0,137,12,1,200,14,141
33,1913,12092,0,117,12,1,200,14,124
34,784,10602,0,17,12,1,200,14,17
35,8487,393,0,178,12,1,200,14,180
36,6119,10992,0,137,12,1,200,14,142
37,12301,11006,0,34,12,1,200,14,29
38,2654,5451,0,159,12,1,200,14,159
39,11466,1801,0,72,12,1,200,14,74
40,2836,184,0,189,12,1,200,14,189
41,1799,11655,0,109,12,1,200,14,115
42,6372,573,0,85,12,1,200,14,87
43,6379,7123,0,59,12,1,200,14,59
44,4096,2180,0,23,12,1,200,14,22
45,10496,6393,0,95,12,1,200,14,97
46,11592,7074,0,153,12,1,200,14,155
47,1755,10919,0,57,12,1,200,14,57
48,5644,6,0,100,12,1,200,14,106
49,538,2672,0,183,12,1,200,14,184
50,2778,11421,0,56,12,1,200,14,55
51,3056,11467,0,36,12,1,200,14,33
52,8339,889,0,120,12,1,200,14,125
53,9343,6954,0,56,12,1,200,14,56
54,9998,9188,0,11,12,1,200,14,10
55,8958,624,0,66,12,1,200,14,69
56,6727,1905,0,183,12,1,200,14,185
57,6699,8136,0,24,12,1,200,14,23
58,10832,10686,0,3,12,1,200,14,1
59,1596,9810,0,49,12,1,200,14,48
60,2439,3456,0,138,12,1,200,14,145
61,10944,10517,0,123,12,1,200,14,126
62,25,3601,0,8,12,1,200,14,7
63,9217,9480,0,161,12,1,200,14,164
64,6096,11578,0,90,12,1,200,14,91
65,9377,3279,0,96,12,1,200,14,99
66,4941,6549,0,128,12,1,200,14,130
67,5215,8410,0,24,12,1,200,14,24
68,4619,4927,0,174,12,1,200,14,175
69,4202,8119,0,192,12,1,200,14,190
70,2864,11930,0,181,12,1,200,14,183
71,4817,7700,0,177,12,1,200,14,178
72,6402,11842,0,126,12,1,200,14,128
73,8872,11347,0,155,12,1,200,14,157
74,1953,551,0,134,12,1,200,14,134
75,11474,11631,0,64,12,1,200,14,66
76,11449,10244,0,63,12,1,200,14,63
77,3795,10752,0,168,12,1,200,14,170
78,10957,477,0,193,12,1,200,14,192
79,8300,4654,0,35,12,1,200,14,31
80,6360,2275,0,99,12,1,200,14,104
81,641,2973,0,73,12,1,200,14,77
82,10927,1020,0,66,12,1,200,14,70
83,4889,8929,0,13,12,1,200,14,12
84,11160,3111,0,154,12,1,200,14,156
85,6509,2242,0,85,12,1,200,14,88
86,4178,5830,0,45,12,1,200,14,43
87,11751,4400,0,115,12,1,200,14,121
88,8281,2213,0,78,12,1,200,14,81
89,5837,10934,0,166,12,1,200,14,168
90,11909,3271,0,186,12,1,200,14,186
91,7727,5663,0,26,12,1,200,14,25
92,3197,1735,0,55,12,1,200,14,54
93,6574,12196,0,170,12,1,200,14,171
94,11569,6893,0,35,12,1,200,14,32
95,5366,2487,0,137,12,1,200,14,143
96,8962,3938,0,63,12,1,200,14,64
97,4745,9705,0,165,12,1,200,14,167
98,11907,10608,0,66,12,1,200,14,71
99,11319,689,0,70,12,1,200,14,73
100,7266,7687,0,49,12,1,200,14,49
101,12142,11825,0,8,12,1,200,14,8
102,3244,4604,0,139,12,1,200,14,146
103,12001,6925,0,43,12,1,200,14,40
104,7912,4513,0,47,12,1,200,14,46
105,6640,9266,0,94,12,1,200,14,95
106,6432,2992,0,78,12,1,200,14,82
107,6413,2401,0,39,12,1,200,14,36
108,9720,13,0,77,12,1,200,14,80
109,1614,6131,0,76,12,1,200,14,79
110,1686,9147,0,192,12,1,200,14,191
111,9301,2296,0,136,12,1,200,14,138
112,7180,8860,0,159,12,1,200,14,160
113,11473,5319,0,100,12,1,200,14,107
114,11747,6940,0,86,12,1,200,14,89
115,6796,8876,0,10,12,1,200,14,9
116,7567,9881,0,94,12,1,200,14,96
117,2888,12101,0,106,12,1,200,14,114
118,2493,4040,0,157,12,1,200,14,158
119,9088,9367,0,193,12,1,200,14,193
120,6624,2762,0,187,12,1,200,14,188
121,12301,480,0,95,12,1,200,14,98
122,5749,10452,0,109,12,1,200,14,116
123,10180,3661,0,93,12,1,200,14,93
124,4951,6841,0,104,12,1,200,14,112
125,2138,9858,0,160,12,1,200,14,161
126,854,7884,0,34,12,1,200,14,30
127,8754,10254,0,161,12,1,200,14,165
128,8357,2623,0,72,12,1,200,14,75
129,10782,4565,0,72,12,1,200,14,76
130,10053,11337,0,103,12,1,200,14,110
131,9068,10421,0,43,12,1,200,14,41
132,12408,4004,0,135,12,1,200,14,136
133,3113,545,0,32,12,1,200,14,28
134,4472,1495,0,132,12,1,200,14,132
135,11949,8492,0,12,12,1,200,14,11
136,8653,4316,0,46,12,1,200,14,44
137,5893,10128,0,186,12,1,200,14,187
138,10615,7358,0,109,12,1,200,14,117
139,4421,3558,0,141,12,1,200,14,150
140,715,658,0,62,12,1,200,14,61
141,346,9330,0,31,12,1,200,14,27
142,8284,8594,0,111,12,1,200,14,119
143,3886,1068,0,135,12,1,200,14,137
144,11212,9259,0,58,12,1,200,14,58
145,6224,6833,0,99,12,1,200,14,105
146,1955,9948,0,173,12,1,200,14,173
147,4843,10505,0,60,12,1,200,14,60
148,11575,8271,0,198,12,1,200,14,198
149,11631,5881,0,41,12,1,200,14,37
150,5711,1186,0,16,12,1,200,14,16
151,5741,2297,0,22,12,1,200,14,20
152,9544,11679,0,44,12,1,200,14,42
153,11427,8325,0,17,12,1,200,14,18
154,4955,7048,0,52,12,1,200,14,51
155,12083,7586,0,129,12,1,200,14,131
156,10373,4464,0,74,12,1,200,14,78
157,3479,6383,0,4,12,1,200,14,2
158,1817,1268,0,196,12,1,200,14,196
159,9659,10939,0,41,12,1,200,14,38
160,12288,12382,0,198,12,1,200,14,199
161,4283,9226,0,179,12,1,200,14,181
162,1038,3752,0,160,12,1,200,14,162
163,597,4592,0,145,12,1,200,14,152
164,7211,3528,0,83,12,1,200,14,86
165,8766,6413,0,5,12,1,200,14,4
166,6482,8120,0,14,12,1,200,14,13
167,10675,9627,0,6,12,1,200,14,5
168,6024,3846,0,110,12,1,200,14,118
169,10606,2001,0,136,12,1,200,14,139
170,1915,1668,0,167,12,1,200,14,169
171,3595,4233,0,139,12,1,200,14,147
172,1546,1202,0,197,12,1,200,14,197
173,8642,11339,0,22,12,1,200,14,21
174,8340,8664,0,134,12,1,200,14,135
