id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,2140,6453,0,76,12,1,100,14,72
2,9852,11487,0,84,12,1,100,14,79
3,8618,11050,0,42,12,1,100,14,35
4,4589,1947,0,46,12,1,100,14,43
5,4000,10697,0,16,12,1,100,14,13
6,7610,4540,0,84,12,1,100,14,80
7,4147,3432,0,39,12,1,100,14,31
8,332,5137,0,71,12,1,100,14,66
9,11273,7872,0,42,12,1,100,14,36
10,6362,9450,0,65,12,1,100,14,62
11,11945,10664,0,17,12,1,100,14,14
12,899,10412,0,66,12,1,100,14,63
13,11543,9912,0,12,12,1,100,14,10
14,12380,6179,0,96,12,1,100,14,96
15,10158,9689,0,86,12,1,100,14,82
16,7591,10624,0,71,12,1,100,14,67
17,1620,9956,0,39,12,1,100,14,32
18,5148,8434,0,81,12,1,100,14,76
19,10144,6850,0,94,12,1,100,14,93
20,7912,3521,0,47,12,1,100,14,46
21,10880,8270,0,50,12,1,100,14,50
22,4607,325,0,90,12,1,100,14,85
23,6787,5420,0,22,12,1,100,14,18
24,2402,4356,0,88,12,1,100,14,84
25,8159,8540,0,47,12,1,100,14,47
26,2140,8433,0,31,12,1,100,14,24
27,6990,4027,0,49,12,1,100,14,48
28,7478,4644,0,39,12,1,100,14,33
29,123,10432,0,51,12,1,100,14,51
30,11060,2398,0,62,12,1,100,14,60
31,6547,2367,0,46,12,1,100,14,44
32,11182,9560,0,5,12,1,100,14,5
33,11699,3113,0,98,12,1,100,14,97
34,127,10572,0,57,12,1,100,14,56
35,7396,953,0,80,12,1,100,14,74
36,11209,6810,0,45,12,1,100,14,41
37,10758,8409,0,29,12,1,100,14,22
38,10483,2058,0,100,12,1,100,14,100
39,1174,11501,0,74,12,1,100,14,71
40,2091,6766,0,60,12,1,100,14,58
41,9337,12300,0,56,12,1,100,14,55
42,5466,10260,0,87,12,1,100,14,83
43,10493,988,0,17,12,1,100,14,15
44,4913,9052,0,37,12,1,100,14,30
45,12048,1260,0,63,12,1,100,14,61
46,3193,4822,0,73,12,1,100,14,69
47,11734,7928,0,60,12,1,100,14,59
48,6573,7564,0,78,12,1,100,14,73
49,9251,7051,0,40,12,1,100,14,34
50,10164,12173,0,70,12,1,100,14,65
51,10292,12334,0,24,12,1,100,14,19
52,1287,107,0,31,12,1,100,14,25
53,10184,1268,0,99,12,1,100,14,98
54,5759,9461,0,8,12,1,100,14,8
55,9130,4485,0,90,12,1,100,14,86
56,2312,7200,0,35,12,1,100,14,29
57,3457,11758,0,52,12,1,100,14,52
58,8042,12316,0,26,12,1,100,14,21
59,2610,9275,0,34,12,1,100,14,27
60,9794,3062,0,3,12,1,100,14,2
61,11931,4976,0,42,12,1,100,14,37
62,3758,5416,0,99,12,1,100,14,99
63,1468,9150,0,91,12,1,100,14,87
64,402,8015,0,10,12,1,100,14,9
65,3124,7024,0,68,12,1,100,14,64
66,8529,1111,0,17,12,1,100,14,16
67,9939,9413,0,71,12,1,100,14,68
68,7850,11292,0,5,12,1,100,14,6
69,7387,9990,0,95,12,1,100,14,95
70,6980,2033,0,42,12,1,100,14,38
71,8206,5344,0,73,12,1,100,14,70
72,12043,9189,0,91,12,1,100,14,88
73,4042,632,0,81,12,1,100,14,77
74,9226,2385,0,93,12,1,100,14,90
75,720,68,0,5,12,1,100,14,7
76,3726,3156,0,12,12,1,100,14,11
77,7093,3094,0,2,12,1,100,14,1
78,11160,3114,0,12,12,1,100,14,12
79,3024,3968,0,54,12,1,100,14,54
80,1379,10120,0,58,12,1,100,14,57
81,10829,2089,0,85,12,1,100,14,81
82,3545,8196,0,4,12,1,100,14,3
83,4500,4360,0,44,12,1,100,14,40
84,7735,1695,0,49,12,1,100,14,49
85,5873,10470,0,19,12,1,100,14,17
86,141,5525,0,24,12,1,100,14,20
87,8899,4021,0,4,12,1,100,14,4
88,9088,3689,0,33,12,1,100,14,26
89,1358,3672,0,29,12,1,100,14,23
90,8777,1565,0,94,12,1,100,14,94
91,4293,6533,0,34,12,1,100,14,28
92,3903,796,0,43,12,1,100,14,39
93,2379,9302,0,93,12,1,100,14,91
94,1290,6927,0,92,12,1,100,14,89
95,12314,3246,0,93,12,1,100,14,92
96,5982,3146,0,83,12,1,100,14,78
97,5362,635,0,80,12,1,100,14,75
98,11770,6048,0,46,12,1,100,14,45
99,3214,4569,0,45,12,1,100,14,42
100,7086,8505,0,53,12,1,100,14,53
