id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
2,5814,1092,0,26,12,1,46,14,20
3,15080,717,0,6,12,2,46,14,2
6,283,13186,0,14,12,3,46,14,7
7,20683,20539,0,10,12,4,46,14,33
8,127,21247,0,20,12,3,46,14,8
11,14794,1937,0,37,12,2,46,14,20
13,16013,16579,0,23,12,4,46,14,43
14,18835,16778,0,11,12,4,46,14,34
15,20800,1678,0,28,12,2,46,14,16
16,7205,517,0,20,12,1,46,14,16
21,15644,20531,0,13,12,4,46,14,37
22,307,1506,0,19,12,1,46,14,15
24,3873,20676,0,32,12,3,46,14,10
25,20653,20478,0,9,12,4,46,14,14
28,14782,17483,0,11,12,4,46,14,36
30,4039,17037,0,20,12,3,46,14,9
32,7892,6578,0,4,12,1,46,14,4
33,19621,1915,0,12,12,2,46,14,5
36,5492,5521,0,45,12,1,46,14,35
42,4935,5698,0,18,12,1,46,14,12
43,18412,2071,0,42,12,2,46,14,23
47,20781,4295,0,24,12,2,46,14,14
49,4830,6906,0,15,12,1,46,14,10
50,19811,21809,0,13,12,4,46,14,38
53,20949,5578,0,46,12,2,46,14,30
59,17962,15450,0,6,12,4,46,14,2
62,167,15765,0,32,12,3,46,14,11
63,3233,5144,0,34,12,1,46,14,26
64,2079,14814,0,3,12,3,46,14,1
65,2420,14509,0,4,12,3,46,14,2
66,1778,7121,0,18,12,1,46,14,13
72,17187,16292,0,21,12,4,46,14,42
77,14260,19732,0,9,12,4,46,14,30
78,6301,20853,0,40,12,3,46,14,15
79,17183,16565,0,39,12,4,46,14,45
80,18578,6740,0,9,12,2,46,14,4
82,19951,18755,0,27,12,4,46,14,44
83,6199,1779,0,45,12,1,46,14,36
84,4127,1021,0,13,12,1,46,14,9
85,21019,21253,0,14,12,4,46,14,40
87,647,4371,0,2,12,1,46,14,1
88,3735,15812,0,42,12,3,46,14,26
89,3935,2449,0,11,12,1,46,14,7
91,19296,18759,0,18,12,4,46,14,41
92,19886,17436,0,39,12,4,46,14,46
93,420,7186,0,2,12,1,46,14,2
95,3704,958,0,12,12,1,46,14,8
96,4027,20100,0,39,12,3,46,14,13
97,2511,6740,0,17,12,1,46,14,11
99,7274,1686,0,36,12,1,46,14,28
100,28,7595,0,46,12,1,46,14,37
1,6382,14843,0,35,12,3,46,14,27
1,6382,14843,0,35,12,1,46,14,27
4,3147,9418,0,44,12,1,46,14,34
4,3147,9418,0,44,12,3,46,14,34
5,18384,7889,0,17,12,2,46,14,11
5,18384,7889,0,17,12,4,46,14,11
9,11818,382,0,24,12,2,46,14,18
9,11818,382,0,24,12,1,46,14,18
10,18354,10780,0,15,12,2,46,14,9
10,18354,10780,0,15,12,4,46,14,9
12,1544,9472,0,33,12,1,46,14,25
12,1544,9472,0,33,12,3,46,14,25
17,16487,7245,0,41,12,2,46,14,27
17,16487,7245,0,41,12,4,46,14,27
18,5520,9721,0,41,12,1,46,14,30
18,5520,9721,0,41,12,3,46,14,30
19,15464,9187,0,37,12,2,46,14,24
19,15464,9187,0,37,12,4,46,14,24
20,18157,8167,0,46,12,2,46,14,31
20,18157,8167,0,46,12,4,46,14,31
23,10604,5859,0,39,12,1,46,14,29
23,10604,5859,0,39,12,2,46,14,29
26,10415,18507,0,6,12,3,46,14,4
26,10415,18507,0,6,12,4,46,14,4
27,13160,20907,0,9,12,4,46,14,18
27,13160,20907,0,9,12,3,46,14,18
29,4681,10538,0,46,12,1,46,14,38
29,4681,10538,0,46,12,3,46,14,38
31,15573,9048,0,37,12,2,46,14,25
31,15573,9048,0,37,12,4,46,14,25
34,12915,13138,0,22,12,4,46,14,12
34,12915,13138,0,22,12,3,46,14,12
34,12915,13138,0,22,12,2,46,14,12
35,10518,17718,0,7,12,3,46,14,16
35,10518,17718,0,7,12,4,46,14,16
37,6523,13308,0,18,12,3,46,14,14
37,6523,13308,0,18,12,1,46,14,14
38,21182,11986,0,23,12,4,46,14,13
38,21182,11986,0,23,12,2,46,14,13
39,9823,7773,0,24,12,1,46,14,19
39,9823,7773,0,24,12,2,46,14,19
40,16983,8871,0,16,12,2,46,14,10
40,16983,8871,0,16,12,4,46,14,10
41,16520,13170,0,13,12,4,46,14,7
41,16520,13170,0,13,12,2,46,14,7
44,9005,11175,0,29,12,1,46,14,23
44,9005,11175,0,29,12,3,46,14,23
44,9005,11175,0,29,12,4,46,14,23
45,15732,6745,0,14,12,2,46,14,8
45,15732,6745,0,14,12,4,46,14,8
46,8599,9797,0,46,12,1,46,14,39
46,8599,9797,0,46,12,3,46,14,39
46,8599,9797,0,46,12,4,46,14,39
48,8201,9672,0,9,12,1,46,14,6
48,8201,9672,0,9,12,3,46,14,6
