deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,slot,inteferingPackets,inteferingNodes,collisionType
54,0,1,4,0,0,0,2.62963,14,11.37037,1,3,3,1,1,,0,0,1,1,,,0
192,1,1,2,0,0,0,2.62963,14,11.37037,1,1,1,1,1,,0,0,1,1,,,0
197,2,1,3,0,0,0,2.62963,14,11.37037,1,2,2:4,1,2,4,1,0,1,1,0:1,54:192,1
18,3,1,5,14,14,0,16.6296,28,11.3704,1,1,1,1,1,,0,0,1,2,,,0
95,4,1,4,14,14,0,16.6296,28,11.3704,1,3,3,1,1,,0,0,1,2,,,0
5,5,1,4,14,14,0,16.6296,28,11.3704,1,2,2:4,1,2,4,1,0,1,2,4,95,1
80,6,1,5,28,28,0,30.6296,42,11.3704,1,1,1,1,1,,0,0,1,3,,,0
174,7,1,5,28,28,0,30.6296,42,11.3704,1,3,3,1,1,,0,0,1,3,,,0
172,8,1,5,28,28,0,30.6296,42,11.3704,1,4,4:2,1,2,2,1,0,1,3,6,80,1
29,9,1,5,42,42,0,44.6296,56,11.370399999999997,1,1:2,1:2,2,2,,0,0,1,4,,,0
153,10,1,8,42,42,0,44.6296,56,11.370399999999997,1,4,4:3,1,2,3,1,0,1,4,9,29:29,1
154,11,1,7,56,56,0,58.6296,70,11.370399999999997,1,2,2,1,1,,0,0,1,5,,,0
107,12,1,5,56,56,0,58.6296,70,11.370399999999997,1,3:4,3:1:4,2,3,1,1,0,1,5,11,154,1
146,13,1,6,70,70,0,72.6296,84,11.370400000000004,1,1,1,1,1,,0,0,1,6,,,0
199,14,1,11,70,70,0,72.6296,84,11.370400000000004,1,3,3,1,1,,0,0,1,6,,,0
139,15,1,7,70,70,0,72.6296,84,11.370400000000004,1,4:2,4:2,2,2,,0,0,1,6,,,0
16,16,1,21,84,84,0,86.6296,98,11.370400000000004,1,2,2,1,1,,0,0,1,7,,,0
60,17,1,6,84,84,0,86.6296,98,11.370400000000004,1,3:4:1,3:4:1,3,3,,0,0,1,7,,,0
131,18,1,6,98,98,0,100.63,112,11.370000000000005,1,2,2:1,1,2,1,1,0,1,8,19,187:187,1
187,19,1,10,98,98,0,100.63,112,11.370000000000005,1,3:4,3:4,2,2,,0,0,1,8,,,0
111,20,1,9,112,112,0,114.63,126,11.370000000000005,1,1,1,1,1,,0,0,1,9,,,0
182,21,1,13,112,112,0,114.63,126,11.370000000000005,1,3,3,1,1,,0,0,1,9,,,0
34,22,1,10,112,112,0,114.63,126,11.370000000000005,1,4:2,4:2,2,2,,0,0,1,9,,,0
21,23,1,9,126,126,0,128.63,140,11.370000000000005,1,3:1,3:1,2,2,,0,0,1,10,,,0
90,24,1,11,126,126,0,128.63,140,11.370000000000005,1,2:4,2:4,2,2,,0,0,1,10,,,0
30,25,1,11,140,140,0,142.63,154,11.370000000000005,1,1:3,1:3,2,2,,0,0,1,11,,,0
