id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,2405,9643,0,188,12,1,249,14,184
2,15124,7394,0,163,12,2,249,14,177
3,16759,6382,0,189,12,2,249,14,204
4,5565,8922,0,220,12,1,249,14,220
6,21471,2730,0,179,12,2,249,14,193
7,447,9565,0,205,12,1,249,14,207
8,3240,2874,0,96,12,1,249,14,94
9,1306,1573,0,121,12,1,249,14,113
10,7465,6989,0,8,12,1,249,14,5
11,6205,3384,0,40,12,1,249,14,35
12,23350,7077,0,155,12,2,249,14,154
13,19282,11791,0,3,12,2,249,14,2
14,2855,8356,0,136,12,1,249,14,132
15,6207,8145,0,8,12,1,249,14,6
17,968,2145,0,214,12,1,249,14,213
18,7973,11633,0,91,12,1,249,14,88
19,6344,7211,0,201,12,1,249,14,201
20,6375,40,0,78,12,1,249,14,79
21,7393,4558,0,58,12,1,249,14,60
22,21147,8322,0,116,12,2,249,14,112
23,4072,722,0,165,12,1,249,14,158
24,16932,7910,0,169,12,2,249,14,183
25,15500,5575,0,29,12,2,249,14,28
26,19393,4415,0,87,12,2,249,14,83
27,1612,3541,0,19,12,1,249,14,16
28,20647,9764,0,118,12,2,249,14,113
30,43,4696,0,46,12,1,249,14,41
31,17856,11490,0,93,12,2,249,14,88
32,22006,9780,0,89,12,2,249,14,85
33,22935,6607,0,33,12,2,249,14,31
34,6799,8770,0,124,12,1,249,14,117
36,4375,249,0,113,12,1,249,14,103
37,21519,3480,0,42,12,2,249,14,43
39,1791,3897,0,121,12,1,249,14,114
40,152,8554,0,179,12,1,249,14,177
42,1568,2002,0,14,12,1,249,14,11
43,8419,11904,0,92,12,1,249,14,90
46,2928,6444,0,215,12,1,249,14,214
48,20199,1815,0,25,12,2,249,14,19
49,22189,7793,0,98,12,2,249,14,93
50,15364,1802,0,168,12,2,249,14,181
52,22011,6751,0,104,12,2,249,14,97
54,3295,3084,0,181,12,1,249,14,179
55,19269,3356,0,147,12,2,249,14,146
56,18110,10534,0,26,12,2,249,14,24
60,4701,1641,0,34,12,1,249,14,30
61,16444,11616,0,161,12,2,249,14,165
62,22169,9057,0,14,12,2,249,14,11
63,21166,9742,0,217,12,2,249,14,220
64,18401,8119,0,207,12,2,249,14,212
67,8130,5536,0,110,12,1,249,14,99
68,1734,714,0,57,12,1,249,14,59
69,3134,9214,0,106,12,1,249,14,96
71,9141,10438,0,181,12,1,249,14,180
74,2313,2823,0,204,12,1,249,14,206
75,576,8537,0,111,12,1,249,14,101
76,21237,6569,0,232,12,2,249,14,246
78,4128,10913,0,60,12,1,249,14,63
79,2320,7638,0,53,12,1,249,14,53
