deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,slot,inteferingPackets,inteferingNodes,collisionType
189,0,1,2,0,0,0,2.62963,14,11.37037,1,1,1,1,1,,0,0,1,1,,,0
197,1,1,2,0,0,0,2.62963,14,11.37037,1,2,2,1,1,,0,0,1,1,,,0
13,2,1,3,14,14,0,16.6296,28,11.3704,1,2,2,1,1,,0,0,1,2,,,0
90,3,1,3,14,14,0,16.6296,28,11.3704,1,1,1,1,1,,0,0,1,2,,,0
206,4,1,3,28,28,0,30.6296,42,11.3704,1,2,2,1,1,,0,0,1,3,,,0
310,5,1,6,28,28,0,30.6296,42,11.3704,1,1,1,1,1,,0,0,1,3,,,0
398,6,1,6,42,42,0,44.6296,56,11.370399999999997,1,2:1,2:1,2,2,,0,0,1,4,,,0
10,7,1,8,56,56,0,58.6296,70,11.370399999999997,1,1,1,1,1,,0,0,1,5,,,0
290,8,1,8,56,56,0,58.6296,70,11.370399999999997,1,2,2,1,1,,0,0,1,5,,,0
15,9,1,8,70,70,0,72.6296,84,11.370400000000004,1,1,1,1,1,,0,0,1,6,,,0
245,10,1,10,70,70,0,72.6296,84,11.370400000000004,1,2,2,1,1,,0,0,1,6,,,0
127,11,1,10,84,84,0,86.6296,98,11.370400000000004,1,1:2,1:2,2,2,,0,0,1,7,,,0
114,12,1,11,98,98,0,100.63,112,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,8,,,0
151,13,1,12,112,112,0,114.63,126,11.370000000000005,1,2,2,1,1,,0,0,1,9,,,0
259,14,1,12,112,112,0,114.63,126,11.370000000000005,1,1,1,1,1,,0,0,1,9,,,0
88,15,1,13,126,126,0,128.63,140,11.370000000000005,1,2,2,1,1,,0,0,1,10,,,0
348,16,1,13,126,126,0,128.63,140,11.370000000000005,1,1,1,1,1,,0,0,1,10,,,0
42,17,1,14,140,140,0,142.63,154,11.370000000000005,1,1,1,1,1,,0,0,1,11,,,0
62,18,1,14,140,140,0,142.63,154,11.370000000000005,1,2,2,1,1,,0,0,1,11,,,0
388,19,1,14,154,154,0,156.63,168,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,12,,,0
276,20,1,15,168,168,0,170.63,182,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,13,,,0
305,21,1,17,182,182,0,184.63,196,11.370000000000005,1,1,1,1,1,,0,0,1,14,,,0
341,22,1,15,182,182,0,184.63,196,11.370000000000005,1,2,2,1,1,,0,0,1,14,,,0
175,23,1,18,196,196,0,198.63,210,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,15,,,0
27,24,1,19,210,210,0,212.63,224,11.370000000000005,1,1,1,1,1,,0,0,1,16,,,0
339,25,1,16,210,210,0,212.63,224,11.370000000000005,1,2,2,1,1,,0,0,1,16,,,0
167,26,1,19,224,224,0,226.63,238,11.370000000000005,1,1,1,1,1,,0,0,1,17,,,0
257,27,1,21,224,224,0,226.63,238,11.370000000000005,1,2,2,1,1,,0,0,1,17,,,0
132,28,1,20,238,238,0,240.63,252,11.370000000000005,1,1,1,1,1,,0,0,1,18,,,0
354,29,1,23,238,238,0,240.63,252,11.370000000000005,1,2,2,1,1,,0,0,1,18,,,0
48,30,1,25,252,252,0,254.63,266,11.370000000000005,1,2,2,1,1,,0,0,1,19,,,0
238,31,1,20,252,252,0,254.63,266,11.370000000000005,1,1,1,1,1,,0,0,1,19,,,0
59,32,1,21,266,266,0,268.63,280,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,20,,,0
144,33,1,22,280,280,0,282.63,294,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,21,,,0
258,34,1,23,294,294,0,296.63,308,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,22,,,0
77,35,1,24,308,308,0,310.63,322,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,23,,,0
56,36,1,26,322,322,0,324.63,336,11.370000000000005,1,2,2,1,1,,0,0,1,24,,,0
229,37,1,25,322,322,0,324.63,336,11.370000000000005,1,1,1,1,1,,0,0,1,24,,,0
196,38,1,26,336,336,0,338.63,350,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,25,,,0
134,39,1,30,350,350,0,352.63,364,11.370000000000005,1,1,1,1,1,,0,0,1,26,,,0
159,40,1,26,350,350,0,352.63,364,11.370000000000005,1,2,2,1,1,,0,0,1,26,,,0
223,41,1,28,364,364,0,366.63,378,11.370000000000005,1,2,2,1,1,,0,0,1,27,,,0
390,42,1,30,364,364,0,366.63,378,11.370000000000005,1,1,1,1,1,,0,0,1,27,,,0
25,43,1,29,378,378,0,380.63,392,11.370000000000005,1,2,2,1,1,,0,0,1,28,,,0
122,44,1,31,378,378,0,380.63,392,11.370000000000005,1,1,1,1,1,,0,0,1,28,,,0
236,45,1,30,392,392,0,394.63,406,11.370000000000005,1,2,2,1,1,,0,0,1,29,,,0
379,46,1,31,392,392,0,394.63,406,11.370000000000005,1,1,1,1,1,,0,0,1,29,,,0
60,47,1,34,406,406,0,408.63,420,11.370000000000005,1,1,1,1,1,,0,0,1,30,,,0
289,48,1,31,406,406,0,408.63,420,11.370000000000005,1,2,2,1,1,,0,0,1,30,,,0
33,49,1,33,420,420,0,422.63,434,11.370000000000005,1,2,2,1,1,,0,0,1,31,,,0
160,50,1,34,420,420,0,422.63,434,11.370000000000005,1,1,1,1,1,,0,0,1,31,,,0
268,51,1,34,434,434,0,436.63,448,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,32,,,0
104,52,1,38,448,448,0,450.63,462,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,33,,,0
148,53,1,39,462,462,0,464.63,476,11.370000000000005,1,1,1,1,1,,0,0,1,34,,,0
328,54,1,36,462,462,0,464.63,476,11.370000000000005,1,2,2,1,1,,0,0,1,34,,,0
11,55,1,40,476,476,0,478.63,490,11.370000000000005,1,1,1,1,1,,0,0,1,35,,,0
149,56,1,37,476,476,0,478.63,490,11.370000000000005,1,2,2,1,1,,0,0,1,35,,,0
97,57,1,41,490,490,0,492.63,504,11.370000000000005,1,1,1,1,1,,0,0,1,36,,,0
360,58,1,37,490,490,0,492.63,504,11.370000000000005,1,2,2,1,1,,0,0,1,36,,,0
16,59,1,41,504,504,0,506.63,518,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,37,,,0
45,60,1,41,518,518,0,520.63,532,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,38,,,0
65,61,1,43,532,532,0,534.63,546,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,39,,,0
318,62,1,43,546,546,0,548.63,560,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,40,,,0
30,63,1,46,560,560,0,562.63,574,11.370000000000005,1,1,1,1,1,,0,0,1,41,,,0
164,64,1,38,560,560,0,562.63,574,11.370000000000005,1,2,2,1,1,,0,0,1,41,,,0
327,65,1,46,574,574,0,576.63,588,11.370000000000005,1,1,1,1,1,,0,0,1,42,,,0
377,66,1,40,574,574,0,576.63,588,11.370000000000005,1,2,2,1,1,,0,0,1,42,,,0
37,67,1,42,588,588,0,590.63,602,11.370000000000005,1,2,2,1,1,,0,0,1,43,,,0
333,68,1,46,588,588,0,590.63,602,11.370000000000005,1,1,1,1,1,,0,0,1,43,,,0
58,69,1,46,602,602,0,604.63,616,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,44,,,0
95,70,1,46,616,616,0,618.63,630,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,45,,,0
113,71,1,45,630,630,0,632.63,644,11.370000000000005,1,2,2,1,1,,0,0,1,46,,,0
182,72,1,47,630,630,0,632.63,644,11.370000000000005,1,1,1,1,1,,0,0,1,46,,,0
253,73,1,47,644,644,0,646.63,658,11.370000000000005,1,1:2,1:2,2,2,,0,0,1,47,,,0
343,74,1,49,658,658,0,660.63,672,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,48,,,0
92,75,1,50,672,672,0,674.63,686,11.370000000000005,1,1,1,1,1,,0,0,1,49,,,0
267,76,1,51,672,672,0,674.63,686,11.370000000000005,1,2,2,1,1,,0,0,1,49,,,0
381,77,1,50,686,686,0,688.63,700,11.370000000000005,1,2:1,2:1,2,2,,0,0,1,50,,,0
83,78,1,51,700,700,0,702.63,714,11.370000000000005,1,1,1,1,1,,0,0,1,51,,,0
248,79,1,60,700,700,0,702.63,714,11.370000000000005,1,2,2,1,1,,0,0,1,51,,,0
225,80,1,61,714,714,0,716.63,728,11.370000000000005,1,2,2,1,1,,0,0,1,52,,,0
330,81,1,52,714,714,0,716.63,728,11.370000000000005,1,1,1,1,1,,0,0,1,52,,,0
79,82,1,53,728,728,0,730.63,742,11.370000000000005,1,1,1,1,1,,0,0,1,53,,,0
325,83,1,61,728,728,0,730.63,742,11.370000000000005,1,2,2,1,1,,0,0,1,53,,,0
141,84,1,66,742,742,0,744.63,756,11.370000000000005,1,2,2,1,1,,0,0,1,54,,,0
312,85,1,54,742,742,0,744.63,756,11.370000000000005,1,1,1,1,1,,0,0,1,54,,,0
