deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
134,0,1,143,1.203,1.203,0,3.83263,2650.8,2646.9673700000003,1,2,2,1,1,,0,0,1,1.203,,,0
184,1,1,32,1.336,1.336,0,3.96563,2650.94,2646.97437,1,4,4:3,1,2,3,1,0,1,1.336,3:5,166:166:247:247:247:247,2
243,2,1,4,1.892,1.892,0,4.52163,2651.49,2646.9683699999996,1,4:3,4:3,2,2,,0,0,1,1.892,,,0
166,3,1,2,2.61,2.61,0,5.23963,2652.21,2646.97037,1,3,3:4,1,2,4,1,0,1,2.61,1:5,184:184:247:247:247:247,2
110,4,1,5,3.73,3.73,0,6.35963,2653.33,2646.97037,1,1:3,1:3,2,2,,0,0,1,3.73,,,0
247,5,1,4,3.73,3.73,0,6.35963,2653.33,2646.97037,1,1:2,4:1:3:2,2,4,4:3,2,0,1,3.73,1:3:1:3,184:184:166:166:184:184:166:166,2
3,6,1,3,6.296,6.296,0,8.92563,2655.9,2646.97437,1,1:3,1:3,2,2,,0,0,1,6.296,,,0
44,7,1,2,10.668,10.668,0,13.2976,2660.27,2646.9724,1,4:2,4:2,2,2,,0,0,1,10.668,,,0
170,8,1,14,10.892,10.892,0,13.5216,2660.49,2646.9683999999997,1,1,1,1,1,,0,0,1,10.892,,,0
233,9,1,51,15.102,15.102,0,17.7316,2664.7,2646.9683999999997,1,3:4,3:4,2,2,,0,0,1,15.102,,,0
225,10,1,3,15.837,15.837,0,18.4666,2665.44,2646.9734,1,4:2,4:2,2,2,,0,0,1,15.837,,,0
144,11,1,14,20.81,20.81,0,23.4396,2670.41,2646.9703999999997,1,3,3:1,1,2,1,1,0,1,20.81,13,257:257,2
220,12,1,8,21.803,21.803,0,24.4326,2671.4,2646.9674,1,2,2:1,1,2,1,1,0,1,21.803,14,205,2
257,13,1,39,21.843,21.843,0,24.4726,2671.44,2646.9674,1,2,2:1,1,2,1,1,0,1,21.843,11,144:144,2
205,14,1,3,23.679,23.679,0,26.3086,2673.28,2646.9714000000004,1,1,1,1,1,,0,0,1,23.679,,,0
68,15,1,170,26.699,26.699,0,29.3286,2676.3,2646.9714000000004,1,,3,0,1,3,1,0,0,26.699,16,56,2
56,16,1,5,27.017,27.017,0,29.6466,2676.62,2646.9734,1,,3,0,1,3,1,0,0,27.017,15,68,2
177,17,1,21,27.967,27.967,0,30.5966,2677.57,2646.9734000000003,1,3,3,1,1,,0,0,1,27.967,,,0
258,18,1,8,30.794,30.794,0,33.4236,2680.4,2646.9764,1,4:2,4:2,2,2,,0,0,1,30.794,,,0
305,19,1,6,30.986,30.986,0,33.6156,2680.59,2646.9744,1,1:3,1:3,2,2,,0,0,1,30.986,,,0
343,20,1,12,31.685,31.685,0,34.3146,2681.29,2646.9754,1,3:4,3:4,2,2,,0,0,1,31.685,,,0
178,21,1,144,32.952,32.952,0,35.5816,2682.55,2646.9684,1,,4,0,1,4,1,0,0,32.952,18,258:258,2
130,22,1,6,36.674,36.674,0,39.3036,2686.28,2646.9764,1,3,3,1,1,,0,0,1,36.674,,,0
84,23,1,43,37.678,37.678,0,40.3076,2687.28,2646.9724,1,1:3,1:3,2,2,,0,0,1,37.678,,,0
78,24,1,8,38.195,38.195,0,40.8246,2687.8,2646.9754000000003,1,2:4,2:4,2,2,,0,0,1,38.195,,,0
180,25,1,57,46.042,46.042,0,48.6716,2695.64,2646.9683999999997,1,3,3,1,1,,0,0,1,46.042,,,0
64,26,1,32,46.27,46.27,0,48.8996,2695.87,2646.9703999999997,1,4,4:3,1,2,3,1,0,1,46.27,25:28,180:37:37:37,2
4,27,1,9,46.977,46.977,0,49.6066,2696.58,2646.9734,1,2,2,1,1,,0,0,1,46.977,,,0
37,28,1,6,47.616,47.616,0,50.2456,2697.22,2646.9743999999996,1,2,2:1:4,1,3,1:4,2,0,1,47.616,25:26:29:25:26:29,180:64:64:351:351:351:180:64:64:351:351:351,2
351,29,1,7,49.123,49.123,0,51.7526,2698.72,2646.9674,1,4,4:2:1,1,3,2:1,2,0,1,49.123,28:28,37:37:37:37:37:37,2
212,30,1,15,51.676,51.676,0,54.3056,2701.28,2646.9744,1,3:1,3:1,2,2,,0,0,1,51.676,,,0
104,31,1,70,52.007,52.007,0,54.6366,2701.61,2646.9734000000003,1,4:3,4:3,2,2,,0,0,1,52.007,,,0
303,32,1,7,53.434,53.434,0,56.0636,2703.04,2646.9764,1,,4,0,1,4,1,0,0,53.434,31:33:34,104:104:363:363:147:147,2
363,33,1,9,54.614,54.614,0,57.2436,2704.22,2646.9764,1,3,4:3,1,2,4,1,0,1,54.614,31:32:34,104:104:303:147:147,2
147,34,1,6,55.716,55.716,0,58.3456,2705.32,2646.9744,1,2,2:4,1,2,4,1,0,1,55.716,32:33,303:363:363,2
208,35,1,31,55.793,55.793,0,58.4226,2705.39,2646.9674,1,4,4:3:2:1,1,4,3:2:1,3,0,1,55.793,37:38:39:37:38:39:37:38:39,283:277:198:283:277:198:283:277:198,2
383,36,1,47,56.066,56.066,0,58.6956,2705.67,2646.9744,1,2:4,2:4,2,2,,0,0,1,56.066,,,0
283,37,1,63,56.209,56.209,0,58.8386,2705.81,2646.9714,1,,2,0,1,2,1,0,0,56.209,35:38:39,208:208:208:208:277:198,2
277,38,1,115,56.72,56.72,0,59.3496,2706.32,2646.9704,1,2,2,1,1,,0,0,1,56.72,,,0
198,39,1,6,58.171,58.171,0,60.8006,2707.77,2646.9694,1,3,3,1,1,,0,0,1,58.171,,,0
291,40,1,10,58.928,58.928,0,61.5576,2708.53,2646.9724,1,1,1,1,1,,0,0,1,58.928,,,0
150,41,1,47,60.181,60.181,0,62.8106,2709.78,2646.9694000000004,1,,2:1,0,2,2:1,2,0,0,60.181,42:44:42:44,12:301:12:301,2
12,42,1,169,62.304,62.304,0,64.9336,2711.91,2646.9764,1,1,1,1,1,,0,0,1,62.304,,,0
18,43,1,17,62.576,62.576,0,65.2056,2712.18,2646.9744,1,1,1:3,1,2,3,1,0,1,62.576,45,211,2
301,44,1,9,62.698,62.698,0,65.3276,2712.3,2646.9724,1,2,2,1,1,,0,0,1,62.698,,,0
211,45,1,62,64.368,64.368,0,66.9976,2713.97,2646.9723999999997,1,3,3,1,1,,0,0,1,64.368,,,0
72,46,1,160,65.501,65.501,0,68.1306,2715.1,2646.9694,1,3:1:4,3:1:4,3,3,,0,0,1,65.501,,,0
10,47,1,34,68.824,68.824,0,71.4536,2718.43,2646.9764,1,3,3:4,1,2,4,1,0,1,68.824,48,137,2
137,48,1,22,69.732,69.732,0,72.3616,2719.33,2646.9683999999997,1,4,4,1,1,,0,0,1,69.732,,,0
154,49,1,8,71.248,71.248,0,73.8776,2720.85,2646.9724,1,4,4,1,1,,0,0,1,71.248,,,0
341,50,1,18,73.373,73.373,0,76.0026,2722.97,2646.9674,1,1,4:1:2:3,1,4,4:2:3,3,0,1,73.373,51:51:51,332:332:332:332:332:332,2
332,51,1,116,73.59,73.59,0,76.2196,2723.19,2646.9704,1,4,4:3,1,2,3,1,0,1,73.59,50,341:341:341:341,2
354,52,1,150,80.899,80.899,0,83.5286,2730.5,2646.9714,1,3:1,3:1,2,2,,0,0,1,80.899,,,0
295,53,1,16,83.968,83.968,0,86.5976,2733.57,2646.9724,1,3,3,1,1,,0,0,1,83.968,,,0
164,54,1,112,87.818,87.818,0,90.4476,2737.42,2646.9724,1,,3,0,1,3,1,0,0,87.818,55,86:86,2
86,55,1,28,87.892,87.892,0,90.5216,2737.49,2646.9683999999997,1,1,1:3,1,2,3,1,0,1,87.892,54,164,2
151,56,1,126,92.332,92.332,0,94.9616,2741.93,2646.9683999999997,1,4,4,1,1,,0,0,1,92.332,,,0
218,57,1,19,92.427,92.427,0,95.0566,2742.03,2646.9734000000003,1,1:3,1:3,2,2,,0,0,1,92.427,,,0
365,58,1,26,93.569,93.569,0,96.1986,2743.17,2646.9714,1,3,3,1,1,,0,0,1,93.569,,,0
240,59,1,142,96.865,96.865,0,99.4946,2746.47,2646.9754,1,3:4,3:4,2,2,,0,0,1,96.865,,,0
254,60,1,108,98.41,98.41,0,101.04,2748.01,2646.9700000000003,1,1:3,1:3,2,2,,0,0,1,98.41,,,0
171,61,1,58,99.449,99.449,0,102.079,2749.05,2646.971,1,4:2,4:2,2,2,,0,0,1,99.449,,,0
370,62,1,15,104.52,104.52,0,107.15,2754.12,2646.97,1,2,2,1,1,,0,0,1,104.52,,,0
1,63,1,157,107.729,107.729,0,110.359,2757.33,2646.971,1,1:3,1:3,2,2,,0,0,1,107.729,,,0
81,64,1,77,107.874,107.874,0,110.504,2757.48,2646.976,1,3:4,3:4,2,2,,0,0,1,107.874,,,0
172,65,1,30,110.461,110.461,0,113.091,2760.06,2646.969,1,4:3,4:3,2,2,,0,0,1,110.461,,,0
196,66,1,9,112.836,112.836,0,115.466,2762.44,2646.974,1,4:3,4:3,2,2,,0,0,1,112.836,,,0
339,67,1,117,112.879,112.879,0,115.509,2762.48,2646.971,1,1,1,1,1,,0,0,1,112.879,,,0
347,68,1,10,114.804,114.804,0,117.434,2764.41,2646.9759999999997,1,4:2,4:2,2,2,,0,0,1,114.804,,,0
398,69,1,69,115.138,115.138,0,117.768,2764.74,2646.9719999999998,1,3,3:1,1,2,1,1,0,1,115.138,71,197:197,2
120,70,1,13,115.332,115.332,0,117.962,2764.93,2646.968,1,1,1,1,1,,0,0,1,115.332,,,0
197,71,1,32,117.081,117.081,0,119.711,2766.68,2646.969,1,1:2,1:2,2,2,,0,0,1,117.081,,,0
87,72,1,35,123.847,123.847,0,126.477,2773.45,2646.973,1,2,2,1,1,,0,0,1,123.847,,,0
222,73,1,12,125.982,125.982,0,128.612,2775.58,2646.968,1,2,2,1,1,,0,0,1,125.982,,,0
207,74,1,11,127.668,127.668,0,130.298,2777.27,2646.9719999999998,1,2,2,1,1,,0,0,1,127.668,,,0
274,75,1,63,130.148,130.148,0,132.778,2779.75,2646.972,1,2:4,2:4,2,2,,0,0,1,130.148,,,0
192,76,1,81,130.212,130.212,0,132.842,2779.81,2646.968,1,3,3:4:1,1,3,4:1,2,0,1,130.212,74:78:80:74:78:80,207:386:85:207:386:85,2
47,77,1,14,130.425,130.425,0,133.055,2780.03,2646.9750000000004,1,1,1:2,1,2,2,1,0,1,130.425,75,274:274,2
386,78,1,161,131.489,131.489,0,134.119,2781.09,2646.971,1,,4,0,1,4,1,0,0,131.489,76:80,192:192:192:85,2
