deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
75,0,1,4,3.968,3.968,0,6.59763,976.986,970.38837,1,1:2,1:2,2,2,,0,0,1,3.968,,,0
66,1,1,3,4.697,4.697,0,7.32663,977.715,970.38837,1,2,2:1,1,2,1,1,0,1,4.697,2,74,2
74,2,1,3,6.08,6.08,0,8.70963,979.098,970.38837,1,1,1,1,1,,0,0,1,6.08,,,0
41,3,1,5,11.916,11.916,0,14.5456,984.934,970.3883999999999,1,2,2,1,1,,0,0,1,11.916,,,0
83,4,1,4,12.028,12.028,0,14.6576,985.046,970.3884,1,1,1,1,1,,0,0,1,12.028,,,0
67,5,1,8,14.662,14.662,0,17.2916,987.68,970.3883999999999,1,2,2,1,1,,0,0,1,14.662,,,0
85,6,1,3,19.581,19.581,0,22.2106,992.599,970.3884,1,1,1,1,1,,0,0,1,19.581,,,0
70,7,1,51,19.802,19.802,0,22.4316,992.82,970.3884,1,1,1,1,1,,0,0,1,19.802,,,0
31,8,1,3,19.816,19.816,0,22.4456,992.834,970.3883999999999,1,1,1,1,1,,0,0,1,19.816,,,0
50,9,1,5,22.42,22.42,0,25.0496,995.438,970.3883999999999,1,2,2,1,1,,0,0,1,22.42,,,0
1,10,1,3,29.066,29.066,0,31.6956,1002.08,970.3844,1,1,1,1,1,,0,0,1,29.066,,,0
92,11,1,14,31.695,31.695,0,34.3246,1004.71,970.3854,1,2,2,1,1,,0,0,1,31.695,,,0
23,12,1,36,36.395,36.395,0,39.0246,1009.41,970.3854,1,2,2,1,1,,0,0,1,36.395,,,0
24,13,1,65,37.229,37.229,0,39.8586,1010.25,970.3914,1,1,1,1,1,,0,0,1,37.229,,,0
100,14,1,30,40.104,40.104,0,42.7336,1013.12,970.3864,1,2,2,1,1,,0,0,1,40.104,,,0
32,15,1,10,49.063,49.063,0,51.6926,1022.08,970.3874000000001,1,1,1,1,1,,0,0,1,49.063,,,0
48,16,1,8,51.15,51.15,0,53.7796,1024.17,970.3904000000001,1,1,1,1,1,,0,0,1,51.15,,,0
44,17,1,42,51.635,51.635,0,54.2646,1024.65,970.3854000000001,1,1:2,1:2,2,2,,0,0,1,51.635,,,0
72,18,1,22,53.586,53.586,0,56.2156,1026.6,970.3843999999999,1,2,2,1,1,,0,0,1,53.586,,,0
34,19,1,20,54.823,54.823,0,57.4526,1027.84,970.3874,1,,1,0,1,1,1,0,0,54.823,20,18,2
18,20,1,36,55.931,55.931,0,58.5606,1028.95,970.3894,1,1,1,1,1,,0,0,1,55.931,,,0
45,21,1,44,68.936,68.936,0,71.5656,1041.95,970.3844,1,1,1,1,1,,0,0,1,68.936,,,0
7,22,1,34,71.355,71.355,0,73.9846,1044.37,970.3853999999999,1,1,1,1,1,,0,0,1,71.355,,,0
49,23,1,15,74.335,74.335,0,76.9646,1047.35,970.3853999999999,1,2,2,1,1,,0,0,1,74.335,,,0
19,24,1,14,76.653,76.653,0,79.2826,1049.67,970.3874000000001,1,1,1,1,1,,0,0,1,76.653,,,0
47,25,1,8,81.191,81.191,0,83.8206,1054.21,970.3894,1,1,1,1,1,,0,0,1,81.191,,,0
89,26,1,62,84.14,84.14,0,86.7696,1057.16,970.3904000000001,1,,2,0,1,2,1,0,0,84.14,27:28,87:17:17,2
87,27,1,7,84.411,84.411,0,87.0406,1057.43,970.3894,1,,2,0,1,2,1,0,0,84.411,26:28,89:17:17,2
17,28,1,20,85.547,85.547,0,88.1766,1058.56,970.3833999999999,1,1,2:1,1,2,2,1,0,1,85.547,26:27,89:87,2
6,29,1,16,88.307,88.307,0,90.9366,1061.32,970.3833999999999,1,2,2,1,1,,0,0,1,88.307,,,0
81,30,1,30,96.652,96.652,0,99.2816,1069.67,970.3884,1,1:2,1:2,2,2,,0,0,1,96.652,,,0
98,31,1,65,97.183,97.183,0,99.8126,1070.2,970.3874000000001,1,1:2,1:2,2,2,,0,0,1,97.183,,,0
28,32,1,49,99.367,99.367,0,101.997,1072.38,970.3830000000002,1,1,1,1,1,,0,0,1,99.367,,,0
71,33,1,16,99.565,99.565,0,102.195,1072.58,970.385,1,2:1,2:1,2,2,,0,0,1,99.565,,,0
61,34,1,14,109.379,109.379,0,112.009,1082.4,970.3910000000001,1,2,2,1,1,,0,0,1,109.379,,,0
20,35,1,17,109.653,109.653,0,112.283,1082.67,970.3870000000001,1,1,1,1,1,,0,0,1,109.653,,,0
27,36,1,14,113.186,113.186,0,115.816,1086.2,970.384,1,1,1,1,1,,0,0,1,113.186,,,0
73,37,1,18,116.746,116.746,0,119.376,1089.76,970.384,1,1,1,1,1,,0,0,1,116.746,,,0
22,38,1,13,119.451,119.451,0,122.081,1092.47,970.389,1,1,1,1,1,,0,0,1,119.451,,,0
96,39,1,38,119.724,119.724,0,122.354,1092.74,970.386,1,2,2,1,1,,0,0,1,119.724,,,0
21,40,1,26,123.818,123.818,0,126.448,1096.84,970.3919999999999,1,2,2,1,1,,0,0,1,123.818,,,0
39,41,1,52,124.951,124.951,0,127.581,1097.97,970.389,1,1,1,1,1,,0,0,1,124.951,,,0
8,42,1,23,125.589,125.589,0,128.219,1098.61,970.3909999999998,1,2,2,1,1,,0,0,1,125.589,,,0
54,43,1,17,138.925,138.925,0,141.555,1111.94,970.385,1,1,1,1,1,,0,0,1,138.925,,,0
69,44,1,34,138.928,138.928,0,141.558,1111.95,970.392,1,1,1,1,1,,0,0,1,138.928,,,0
55,45,1,14,140.673,140.673,0,143.303,1113.69,970.3870000000001,1,1,1,1,1,,0,0,1,140.673,,,0
