deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
2777,0,1,16,2.004,2.004,0,4.63363,47904.4,47899.766370000005,1,1,1,1,1,,0,0,1,2.004,,,0
2079,1,1,3,6.227,6.227,0,8.85663,47908.6,47899.74337,1,,1,0,1,1,1,0,0,6.227,2:3,528:941,2
528,2,1,2,7.41,7.41,0,10.0396,47909.8,47899.76040000001,1,,1,0,1,1,1,0,0,7.41,1:3,2079:941,2
941,3,1,164,7.822,7.822,0,10.4516,47910.2,47899.7484,1,1,1,1,1,,0,0,1,7.822,,,0
15,4,1,187,10.866,10.866,0,13.4956,47913.3,47899.8044,1,1,1,1,1,,0,0,1,10.866,,,0
1874,5,1,1646,14.14,14.14,0,16.7696,47916.5,47899.7304,1,,1,0,1,1,1,0,0,14.14,6,1636,2
1636,6,1,685,14.203,14.203,0,16.8326,47916.6,47899.7674,1,,1,0,1,1,1,0,0,14.203,5,1874,2
1512,7,1,120,16.987,16.987,0,19.6166,47919.4,47899.7834,1,1,1,1,1,,0,0,1,16.987,,,0
739,8,1,1113,16.993,16.993,0,19.6226,47919.4,47899.7774,1,1,1,1,1,,0,0,1,16.993,,,0
396,9,1,85,18.01,18.01,0,20.6396,47920.4,47899.7604,1,1,1,1,1,,0,0,1,18.01,,,0
60,10,1,3,18.041,18.041,0,20.6706,47920.4,47899.729400000004,1,,1,0,1,1,1,0,0,18.041,7,1512,2
1645,11,1,270,20.102,20.102,0,22.7316,47922.5,47899.7684,1,,1,0,1,1,1,0,0,20.102,9,396,2
153,12,1,145,24.74,24.74,0,27.3696,47927.1,47899.7304,1,,1,0,1,1,1,0,0,24.74,13:14,1407:2093,2
1407,13,1,14,24.753,24.753,0,27.3826,47927.2,47899.8174,1,,1,0,1,1,1,0,0,24.753,12:14,153:2093,2
2093,14,1,6,25.295,25.295,0,27.9246,47927.7,47899.7754,1,1,1,1,1,,0,0,1,25.295,,,0
1418,15,1,3,25.494,25.494,0,28.1236,47927.9,47899.7764,1,1,1,1,1,,0,0,1,25.494,,,0
2502,16,1,18,36.805,36.805,0,39.4346,47939.2,47899.7654,1,1,1,1,1,,0,0,1,36.805,,,0
3181,17,1,19,37.085,37.085,0,39.7146,47939.5,47899.7854,1,1,1,1,1,,0,0,1,37.085,,,0
2165,18,1,234,40.09,40.09,0,42.7196,47942.5,47899.7804,1,1,1,1,1,,0,0,1,40.09,,,0
477,19,1,62,40.31,40.31,0,42.9396,47942.7,47899.7604,1,,1,0,1,1,1,0,0,40.31,20,163,2
163,20,1,5,40.574,40.574,0,43.2036,47943,47899.7964,1,,1,0,1,1,1,0,0,40.574,19,477,2
2049,21,1,19,48.001,48.001,0,50.6306,47950.4,47899.769400000005,1,,1,0,1,1,1,0,0,48.001,23,526,2
2734,22,1,8,49.127,49.127,0,51.7566,47951.5,47899.7434,1,1,1,1,1,,0,0,1,49.127,,,0
526,23,1,25,49.519,49.519,0,52.1486,47951.9,47899.7514,1,,1,0,1,1,1,0,0,49.519,21,2049,2
1490,24,1,194,52.184,52.184,0,54.8136,47954.6,47899.7864,1,1,1,1,1,,0,0,1,52.184,,,0
2531,25,1,65,52.25,52.25,0,54.8796,47954.7,47899.8204,1,,1,0,1,1,1,0,0,52.25,26,1651,2
1651,26,1,1556,52.926,52.926,0,55.5556,47955.3,47899.7444,1,1,1,1,1,,0,0,1,52.926,,,0
1533,27,1,1671,56.032,56.032,0,58.6616,47958.4,47899.7384,1,1,1,1,1,,0,0,1,56.032,,,0
1361,28,1,204,58.65,58.65,0,61.2796,47961.1,47899.8204,1,1,1,1,1,,0,0,1,58.65,,,0
