deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
85,0,1,23,2.991,2.991,0,5.62063,1425.09,1419.46937,1,2:4,2:4,2,2,,0,0,1,2.991,,,0
54,1,1,4,3.62,3.62,0,6.24963,1425.72,1419.47037,1,3,3,1,1,,0,0,1,3.62,,,0
11,2,1,19,4.058,4.058,0,6.68763,1426.16,1419.4723700000002,1,2:4,2:4,2,2,,0,0,1,4.058,,,0
17,3,1,26,4.068,4.068,0,6.69763,1426.17,1419.4723700000002,1,3,3,1,1,,0,0,1,4.068,,,0
118,4,1,29,6.448,6.448,0,9.07763,1428.55,1419.47237,1,2:4,2:4,2,2,,0,0,1,6.448,,,0
79,5,1,40,9.557,9.557,0,12.1866,1431.66,1419.4734,1,3,3:1,1,2,1,1,0,1,9.557,6:9,60:60:60:133:133,2
60,6,1,6,9.889,9.889,0,12.5186,1431.99,1419.4714,1,,3:4:1,0,3,3:4:1,3,0,0,9.889,5:9:5:9:5:9,79:79:133:133:79:79:133:133:79:79:133:133,2
150,7,1,35,11.666,11.666,0,14.2956,1433.77,1419.4744,1,4:3,4:3,2,2,,0,0,1,11.666,,,0
183,8,1,88,11.683,11.683,0,14.3126,1433.79,1419.4774,1,2:4,2:4,2,2,,0,0,1,11.683,,,0
133,9,1,36,11.998,11.998,0,14.6276,1434.1,1419.4723999999999,1,2,2:4,1,2,4,1,0,1,11.998,5:6,79:79:60:60:60,2
192,10,1,2,12.118,12.118,0,14.7476,1434.22,1419.4724,1,1,1,1,1,,0,0,1,12.118,,,0
154,11,1,7,14.043,14.043,0,16.6726,1436.15,1419.4774,1,2,2,1,1,,0,0,1,14.043,,,0
136,12,1,32,14.31,14.31,0,16.9396,1436.41,1419.4704000000002,1,1,1:2:3,1,3,2:3,2,0,1,14.31,11:15:11:15,154:174:154:174,2
111,13,1,9,15.917,15.917,0,18.5466,1438.02,1419.4734,1,1,1,1,1,,0,0,1,15.917,,,0
34,14,1,10,16.317,16.317,0,18.9466,1438.42,1419.4734,1,,4:2,0,2,4:2,2,0,0,16.317,16:16,177:177:177:177:177:177,2
174,15,1,5,16.681,16.681,0,19.3106,1438.78,1419.4694,1,3,3,1,1,,0,0,1,16.681,,,0
177,16,1,21,17.264,17.264,0,19.8936,1439.37,1419.4763999999998,1,4:3,4:2:3,2,3,2,1,0,1,17.264,14,34:34,2
83,17,1,84,17.277,17.277,0,19.9066,1439.38,1419.4734,1,2:4,2:4,2,2,,0,0,1,17.277,,,0
37,18,1,41,19.218,19.218,0,21.8476,1441.32,1419.4723999999999,1,4,4,1,1,,0,0,1,19.218,,,0
165,19,1,54,20.492,20.492,0,23.1216,1442.59,1419.4684,1,3,3,1,1,,0,0,1,20.492,,,0
197,20,1,3,20.556,20.556,0,23.1856,1442.66,1419.4744,1,2:4,2:4,2,2,,0,0,1,20.556,,,0
132,21,1,26,20.899,20.899,0,23.5286,1443,1419.4714,1,2:1,2:1,2,2,,0,0,1,20.899,,,0
29,22,1,5,23.53,23.53,0,26.1596,1445.63,1419.4704000000002,1,1:2,1:2,2,2,,0,0,1,23.53,,,0
153,23,1,8,25.285,25.285,0,27.9146,1447.39,1419.4754,1,4:3,4:3,2,2,,0,0,1,25.285,,,0
70,24,1,46,28.186,28.186,0,30.8156,1450.29,1419.4744,1,1,1,1,1,,0,0,1,28.186,,,0
126,25,1,82,32.922,32.922,0,35.5516,1455.02,1419.4684,1,4,3:4,1,2,3,1,0,1,32.922,26,95,2
95,26,1,4,32.996,32.996,0,35.6256,1455.1,1419.4743999999998,1,3,3,1,1,,0,0,1,32.996,,,0
80,27,1,5,36.229,36.229,0,38.8586,1458.33,1419.4714,1,1,1,1,1,,0,0,1,36.229,,,0
5,28,1,4,36.872,36.872,0,39.5016,1458.97,1419.4684,1,2:4,2:4,2,2,,0,0,1,36.872,,,0
172,29,1,5,36.971,36.971,0,39.6006,1459.07,1419.4694,1,4,4:2,1,2,2,1,0,1,36.971,30,39:39,2
39,30,1,12,37.651,37.651,0,40.2806,1459.75,1419.4694,1,2:1,2:1,2,2,,0,0,1,37.651,,,0
69,31,1,90,39.448,39.448,0,42.0776,1461.55,1419.4723999999999,1,3,3,1,1,,0,0,1,39.448,,,0
90,32,1,11,40.497,40.497,0,43.1266,1462.6,1419.4733999999999,1,2:4,2:4,2,2,,0,0,1,40.497,,,0
107,33,1,5,42.833,42.833,0,45.4626,1464.94,1419.4774,1,3:1,3:1:4,2,3,4,1,0,1,42.833,32,90:90,2
200,34,1,71,42.959,42.959,0,45.5886,1465.06,1419.4714,1,4,4,1,1,,0,0,1,42.959,,,0
143,35,1,14,43.538,43.538,0,46.1676,1465.64,1419.4724,1,4:2,4:2,2,2,,0,0,1,43.538,,,0
199,36,1,11,43.604,43.604,0,46.2336,1465.71,1419.4764,1,3,3,1,1,,0,0,1,43.604,,,0
124,37,1,8,45.081,45.081,0,47.7106,1467.18,1419.4694,1,,4,0,1,4,1,0,0,45.081,34:39,200:147,2
38,38,1,27,45.567,45.567,0,48.1966,1467.67,1419.4734,1,4,4,1,1,,0,0,1,45.567,,,0
147,39,1,30,47.388,47.388,0,50.0176,1469.49,1419.4724,1,2,2,1,1,,0,0,1,47.388,,,0
123,40,1,14,49.252,49.252,0,51.8816,1471.35,1419.4684,1,3:4:1,3:4:1,3,3,,0,0,1,49.252,,,0
18,41,1,5,51.014,51.014,0,53.6436,1473.12,1419.4763999999998,1,1,1,1,1,,0,0,1,51.014,,,0
96,42,1,38,52.652,52.652,0,55.2816,1474.75,1419.4684,1,3:4,3:4,2,2,,0,0,1,52.652,,,0
3,43,1,44,54.998,54.998,0,57.6276,1477.1,1419.4723999999999,1,4:3,4:3,2,2,,0,0,1,54.998,,,0
43,44,1,67,55.692,55.692,0,58.3216,1477.79,1419.4684,1,1:4:2,1:4:3:2,3,4,3,1,0,1,55.692,46,187:187,2
62,45,1,73,57.796,57.796,0,60.4256,1479.9,1419.4744,1,1,1,1,1,,0,0,1,57.796,,,0
187,46,1,10,58.243,58.243,0,60.8726,1480.35,1419.4774,1,3:4,3:4,2,2,,0,0,1,58.243,,,0
146,47,1,6,63.905,63.905,0,66.5346,1486.01,1419.4754,1,1,1,1,1,,0,0,1,63.905,,,0
68,48,1,15,66.647,66.647,0,69.2766,1488.75,1419.4734,1,3,3,1,1,,0,0,1,66.647,,,0
139,49,1,7,67.708,67.708,0,70.3376,1489.81,1419.4723999999999,1,,4:2,0,2,4:2,2,0,0,67.708,48:50:48:50,68:131:131:68:131:131,2
131,50,1,6,68.535,68.535,0,71.1646,1490.64,1419.4754,1,1,2:1,1,2,2,1,0,1,68.535,48:49,68:139:139,2
171,51,1,32,73.242,73.242,0,75.8716,1495.34,1419.4684,1,2,2,1,1,,0,0,1,73.242,,,0
6,52,1,50,76.267,76.267,0,78.8966,1498.37,1419.4733999999999,1,4:3,4:3,2,2,,0,0,1,76.267,,,0
155,53,1,29,80.28,80.28,0,82.9096,1502.38,1419.4704000000002,1,1,1,1,1,,0,0,1,80.28,,,0
110,54,1,46,81.174,81.174,0,83.8036,1503.28,1419.4764,1,4,4,1,1,,0,0,1,81.174,,,0
182,55,1,13,88.786,88.786,0,91.4156,1510.89,1419.4744,1,3,3,1,1,,0,0,1,88.786,,,0
4,56,1,47,94.938,94.938,0,97.5676,1517.04,1419.4723999999999,1,1:2,1:2,2,2,,0,0,1,94.938,,,0
196,57,1,32,95.844,95.844,0,98.4736,1517.95,1419.4764,1,4:3:2,4:3:2,3,3,,0,0,1,95.844,,,0
56,58,1,71,97.742,97.742,0,100.372,1519.84,1419.4679999999998,1,2:4:1,2:4:1,3,3,,0,0,1,97.742,,,0
21,59,1,9,101.282,101.282,0,103.912,1523.38,1419.468,1,3:1,3:1,2,2,,0,0,1,101.282,,,0
93,60,1,18,106.568,106.568,0,109.198,1528.67,1419.472,1,1,1,1,1,,0,0,1,106.568,,,0
117,61,1,62,107.281,107.281,0,109.911,1529.38,1419.469,1,3,3,1,1,,0,0,1,107.281,,,0
163,62,1,47,112.006,112.006,0,114.636,1534.11,1419.474,1,2,2,1,1,,0,0,1,112.006,,,0
113,63,1,22,115.245,115.245,0,117.875,1537.35,1419.475,1,1,1,1,1,,0,0,1,115.245,,,0
77,64,1,16,115.797,115.797,0,118.427,1537.9,1419.4730000000002,1,2:4,2:1:4,2,3,1,1,0,1,115.797,63,113,2
66,65,1,15,116.54,116.54,0,119.17,1538.64,1419.47,1,1:3,1:3,2,2,,0,0,1,116.54,,,0
160,66,1,16,123.617,123.617,0,126.247,1545.72,1419.473,1,1:2,1:2,2,2,,0,0,1,123.617,,,0
19,67,1,24,136.604,136.604,0,139.234,1558.71,1419.476,1,4:2,4:2,2,2,,0,0,1,136.604,,,0
156,68,1,40,136.846,136.846,0,139.476,1558.95,1419.4740000000002,1,2:1,2:1,2,2,,0,0,1,136.846,,,0
30,69,1,11,145.788,145.788,0,148.418,1567.89,1419.4720000000002,1,1:3,1:3,2,2,,0,0,1,145.788,,,0
116,70,1,17,146.04,146.04,0,148.67,1568.14,1419.47,1,2:4,2:4,2,2,,0,0,1,146.04,,,0
