deviceId,packetUid,task,deadline,theoreticalStartTime,deviceTxStartTime,delayInStartTime,deviceTxFinishTime,deadlineFinishTime,delayInDeadline,onTime,gatewaysReceived,gatewaysExpected,gatewaysReceivedQty,gatewaysExpectedQty,gatewaysLost,gatewaysLostQty,otherLostLoRaPackets,receivedByNS,delay,inteferingPackets,inteferingNodes,collisionType
971,0,1,257,1.489,1.489,0,4.11863,23952.7,23948.58137,1,1,1,1,1,,0,0,1,1.489,,,0
1116,1,1,30,2.852,2.852,0,5.48163,23954.1,23948.61837,1,1,1,1,1,,0,0,1,2.852,,,0
511,2,1,4,4.22,4.22,0,6.84963,23955.4,23948.55037,1,1,1,1,1,,0,0,1,4.22,,,0
1402,3,1,746,5.564,5.564,0,8.19363,23956.8,23948.606369999998,1,,1,0,1,1,1,0,0,5.564,4,881,2
881,4,1,2,6.096,6.096,0,8.72563,23957.3,23948.57437,1,1,1,1,1,,0,0,1,6.096,,,0
1138,5,1,2,7.443,7.443,0,10.0726,23958.6,23948.5274,1,1,1,1,1,,0,0,1,7.443,,,0
857,6,1,3,10.076,10.076,0,12.7056,23961.3,23948.594399999998,1,1,1,1,1,,0,0,1,10.076,,,0
560,7,1,17,11.659,11.659,0,14.2886,23962.9,23948.6114,1,1,1,1,1,,0,0,1,11.659,,,0
330,8,1,71,13.618,13.618,0,16.2476,23964.8,23948.5524,1,1,1,1,1,,0,0,1,13.618,,,0
1563,9,1,683,16.67,16.67,0,19.2996,23967.9,23948.600400000003,1,1,1,1,1,,0,0,1,16.67,,,0
609,10,1,114,19.252,19.252,0,21.8816,23970.5,23948.6184,1,1,1,1,1,,0,0,1,19.252,,,0
106,11,1,47,21.553,21.553,0,24.1826,23972.8,23948.6174,1,1,1,1,1,,0,0,1,21.553,,,0
1179,12,1,636,25.064,25.064,0,27.6936,23976.3,23948.6064,1,1,1,1,1,,0,0,1,25.064,,,0
786,13,1,1012,25.716,25.716,0,28.3456,23976.9,23948.5544,1,1,1,1,1,,0,0,1,25.716,,,0
1556,14,1,323,28.067,28.067,0,30.6966,23979.3,23948.6034,1,1,1,1,1,,0,0,1,28.067,,,0
418,15,1,10,34.159,34.159,0,36.7886,23985.4,23948.6114,1,,1,0,1,1,1,0,0,34.159,17,18,2
260,16,1,103,34.59,34.59,0,37.2196,23985.8,23948.5804,1,1,1,1,1,,0,0,1,34.59,,,0
18,17,1,11,35.282,35.282,0,37.9116,23986.5,23948.5884,1,1,1,1,1,,0,0,1,35.282,,,0
824,18,1,325,36.096,36.096,0,38.7256,23987.3,23948.574399999998,1,1,1,1,1,,0,0,1,36.096,,,0
556,19,1,259,36.731,36.731,0,39.3606,23987.9,23948.5394,1,,1,0,1,1,1,0,0,36.731,16,260,2
747,20,1,126,40.949,40.949,0,43.5786,23992.1,23948.521399999998,1,1,1,1,1,,0,0,1,40.949,,,0
461,21,1,4,43.789,43.789,0,46.4186,23995,23948.5814,1,,1,0,1,1,1,0,0,43.789,22,1533,2
1533,22,1,57,43.85,43.85,0,46.4796,23995,23948.5204,1,,1,0,1,1,1,0,0,43.85,21,461,2
1444,23,1,1210,44.215,44.215,0,46.8446,23995.4,23948.5554,1,1,1,1,1,,0,0,1,44.215,,,0
1328,24,1,1093,47.635,47.635,0,50.2646,23998.8,23948.5354,1,1,1,1,1,,0,0,1,47.635,,,0
810,25,1,14,48.517,48.517,0,51.1466,23999.7,23948.5534,1,1,1,1,1,,0,0,1,48.517,,,0
1363,26,1,113,52.341,52.341,0,54.9706,24003.5,23948.5294,1,1,1,1,1,,0,0,1,52.341,,,0
357,27,1,1422,55.059,55.059,0,57.6886,24006.3,23948.611399999998,1,1,1,1,1,,0,0,1,55.059,,,0
812,28,1,7,57.355,57.355,0,59.9846,24008.6,23948.6154,1,,1,0,1,1,1,0,0,57.355,27:29,357:1148,2
1148,29,1,156,57.858,57.858,0,60.4876,24009.1,23948.612399999998,1,1,1,1,1,,0,0,1,57.858,,,0
1260,30,1,955,62.2,62.2,0,64.8296,24013.4,23948.5704,1,1,1,1,1,,0,0,1,62.2,,,0
32,31,1,14,64.921,64.921,0,67.5506,24016.1,23948.5494,1,,1,0,1,1,1,0,0,64.921,33,855,2
691,32,1,801,66.2,66.2,0,68.8296,24017.4,23948.5704,1,1,1,1,1,,0,0,1,66.2,,,0
855,33,1,47,66.338,66.338,0,68.9676,24017.5,23948.5324,1,,1,0,1,1,1,0,0,66.338,31,32,2
78,34,1,28,71.147,71.147,0,73.7766,24022.3,23948.5234,1,1,1,1,1,,0,0,1,71.147,,,0
553,35,1,473,73.719,73.719,0,76.3486,24024.9,23948.5514,1,1,1,1,1,,0,0,1,73.719,,,0
308,36,1,36,75.022,75.022,0,77.6516,24026.2,23948.5484,1,1,1,1,1,,0,0,1,75.022,,,0
34,37,1,307,78.986,78.986,0,81.6156,24030.2,23948.5844,1,1,1,1,1,,0,0,1,78.986,,,0
1214,38,1,70,87.919,87.919,0,90.5486,24039.1,23948.5514,1,1,1,1,1,,0,0,1,87.919,,,0
788,39,1,1131,89.346,89.346,0,91.9756,24040.5,23948.5244,1,,1,0,1,1,1,0,0,89.346,40,397,2
397,40,1,44,89.558,89.558,0,92.1876,24040.8,23948.612399999998,1,,1,0,1,1,1,0,0,89.558,39,788,2
1450,41,1,11,92.051,92.051,0,94.6806,24043.3,23948.6194,1,1,1,1,1,,0,0,1,92.051,,,0
214,42,1,31,94.087,94.087,0,96.7166,24045.3,23948.5834,1,1,1,1,1,,0,0,1,94.087,,,0
1388,43,1,115,94.861,94.861,0,97.4906,24046.1,23948.609399999998,1,1,1,1,1,,0,0,1,94.861,,,0
1040,44,1,10,102.124,102.124,0,104.754,24053.3,23948.546,1,1,1,1,1,,0,0,1,102.124,,,0
885,45,1,81,104.406,104.406,0,107.036,24055.6,23948.564,1,1,1,1,1,,0,0,1,104.406,,,0
460,46,1,235,105.788,105.788,0,108.418,24057,23948.582,1,,1,0,1,1,1,0,0,105.788,45,885,2
794,47,1,1445,112.85,112.85,0,115.48,24064,23948.52,1,,1,0,1,1,1,0,0,112.85,49,1004,2
423,48,1,145,113.967,113.967,0,116.597,24065.2,23948.603,1,1,1,1,1,,0,0,1,113.967,,,0
1004,49,1,1170,114.689,114.689,0,117.319,24065.9,23948.581000000002,1,1,1,1,1,,0,0,1,114.689,,,0
1441,50,1,282,118.346,118.346,0,120.976,24069.5,23948.524,1,1,1,1,1,,0,0,1,118.346,,,0
213,51,1,20,118.488,118.488,0,121.118,24069.7,23948.582000000002,1,1,1,1,1,,0,0,1,118.488,,,0
1447,52,1,134,123.883,123.883,0,126.513,24075.1,23948.587,1,1,1,1,1,,0,0,1,123.883,,,0
1456,53,1,536,126.235,126.235,0,128.865,24077.4,23948.535,1,1,1,1,1,,0,0,1,126.235,,,0
1559,54,1,1088,131.465,131.465,0,134.095,24082.7,23948.605,1,1,1,1,1,,0,0,1,131.465,,,0
1539,55,1,378,137.597,137.597,0,140.227,24088.8,23948.573,1,1,1,1,1,,0,0,1,137.597,,,0
856,56,1,39,139.066,139.066,0,141.696,24090.3,23948.604,1,1,1,1,1,,0,0,1,139.066,,,0
208,57,1,1509,144.711,144.711,0,147.341,24095.9,23948.559,1,1,1,1,1,,0,0,1,144.711,,,0
1083,58,1,353,147.496,147.496,0,150.126,24098.7,23948.574,1,1,1,1,1,,0,0,1,147.496,,,0
552,59,1,245,152.202,152.202,0,154.832,24103.4,23948.568000000003,1,1,1,1,1,,0,0,1,152.202,,,0
484,60,1,1170,154.286,154.286,0,156.916,24105.5,23948.584,1,,1,0,1,1,1,0,0,154.286,59,552,2
463,61,1,30,159.943,159.943,0,162.573,24111.1,23948.527,1,1,1,1,1,,0,0,1,159.943,,,0
995,62,1,65,163.703,163.703,0,166.333,24114.9,23948.567000000003,1,1,1,1,1,,0,0,1,163.703,,,0
1536,63,1,508,165.556,165.556,0,168.186,24116.8,23948.613999999998,1,,1,0,1,1,1,0,0,165.556,64,402,2
402,64,1,26,165.653,165.653,0,168.283,24116.9,23948.617000000002,1,1,1,1,1,,0,0,1,165.653,,,0
116,65,1,13,169.901,169.901,0,172.531,24121.1,23948.569,1,1,1,1,1,,0,0,1,169.901,,,0
189,66,1,23,172.59,172.59,0,175.22,24123.8,23948.579999999998,1,1,1,1,1,,0,0,1,172.59,,,0
17,67,1,490,180.492,180.492,0,183.122,24131.7,23948.578,1,,1,0,1,1,1,0,0,180.492,68,1368,2
1368,68,1,35,182.238,182.238,0,184.868,24133.4,23948.532000000003,1,1,1,1,1,,0,0,1,182.238,,,0
133,69,1,31,183.491,183.491,0,186.121,24134.7,23948.579,1,1,1,1,1,,0,0,1,183.491,,,0
668,70,1,216,187.093,187.093,0,189.723,24138.3,23948.576999999997,1,,1,0,1,1,1,0,0,187.093,72,1169,2
866,71,1,33,187.474,187.474,0,190.104,24138.7,23948.596,1,1,1,1,1,,0,0,1,187.474,,,0
1169,72,1,834,188.68,188.68,0,191.31,24139.9,23948.59,1,1,1,1,1,,0,0,1,188.68,,,0
939,73,1,61,196.704,196.704,0,199.334,24147.9,23948.566000000003,1,1,1,1,1,,0,0,1,196.704,,,0
1492,74,1,98,197.503,197.503,0,200.133,24148.7,23948.567,1,1,1,1,1,,0,0,1,197.503,,,0
1071,75,1,674,199.825,199.825,0,202.455,24151,23948.545,1,1,1,1,1,,0,0,1,199.825,,,0
531,76,1,90,200.534,200.534,0,203.164,24151.7,23948.536,1,1,1,1,1,,0,0,1,200.534,,,0
302,77,1,26,207.799,207.799,0,210.429,24159,23948.571,1,1,1,1,1,,0,0,1,207.799,,,0
467,78,1,437,220.959,220.959,0,223.589,24172.2,23948.611,1,1,1,1,1,,0,0,1,220.959,,,0
978,79,1,17,226.983,226.983,0,229.613,24178.2,23948.587,1,1,1,1,1,,0,0,1,226.983,,,0
989,80,1,474,229.261,229.261,0,231.891,24180.5,23948.609,1,1,1,1,1,,0,0,1,229.261,,,0
1203,81,1,89,230.398,230.398,0,233.028,24181.6,23948.572,1,,1,0,1,1,1,0,0,230.398,82,543,2
543,82,1,61,232.277,232.277,0,234.907,24183.5,23948.593,1,1,1,1,1,,0,0,1,232.277,,,0
849,83,1,49,235.21,235.21,0,237.84,24186.4,23948.56,1,1,1,1,1,,0,0,1,235.21,,,0
1258,84,1,41,239.548,239.548,0,242.178,24190.7,23948.522,1,1,1,1,1,,0,0,1,239.548,,,0
1465,85,1,103,257.792,257.792,0,260.422,24209,23948.578,1,,1,0,1,1,1,0,0,257.792,86,69,2
69,86,1,83,258.753,258.753,0,261.383,24210,23948.617,1,,1,0,1,1,1,0,0,258.753,85,1465,2
1476,87,1,87,259.232,259.232,0,261.862,24210.4,23948.538,1,1,1,1,1,,0,0,1,259.232,,,0
831,88,1,1167,271.132,271.132,0,273.762,24222.3,23948.538,1,1,1,1,1,,0,0,1,271.132,,,0
1568,89,1,61,273.911,273.911,0,276.541,24225.1,23948.558999999997,1,,1,0,1,1,1,0,0,273.911,90,1239,2
1239,90,1,66,275.748,275.748,0,278.378,24226.9,23948.522,1,1,1,1,1,,0,0,1,275.748,,,0
1477,91,1,129,277.941,277.941,0,280.571,24229.1,23948.529,1,1,1,1,1,,0,0,1,277.941,,,0
1430,92,1,33,285.267,285.267,0,287.897,24236.5,23948.603,1,1,1,1,1,,0,0,1,285.267,,,0
209,93,1,192,286.181,286.181,0,288.811,24237.4,23948.589,1,1,1,1,1,,0,0,1,286.181,,,0
670,94,1,76,286.288,286.288,0,288.918,24237.5,23948.582,1,1,1,1,1,,0,0,1,286.288,,,0
662,95,1,85,290.244,290.244,0,292.874,24241.4,23948.526,1,,1,0,1,1,1,0,0,290.244,96,1261,2
1261,96,1,195,291.019,291.019,0,293.649,24242.2,23948.551,1,1,1,1,1,,0,0,1,291.019,,,0
